reino,nombre científico,Nombe Completo,vernacular_name,Estatus_RD,Localizado_RD
Plantae, ,Pictetia spinifolia,Palo de tabaco,NATIVA (N)                    ,S
Plantae, ,Piscidia ekmanii,Bois ivrant,ENDEMICA (E)                  ,S
Plantae, ,Poitea galegoides,Aritos,ENDEMICA (E)                  ,S
Plantae, ,Sophora albopetiolulata,,ENDEMICA (E)                  ,S
Plantae, ,Sophora oligosperma,,ENDEMICA (E)                  ,S
Plantae, ,Fumaria muralis,,NATIVA (N)                    ,S
Plantae, ,Banara sp.,,NATIVA (N)                    ,S
Plantae, ,Casearia ilicifolia,Chicharrn,ENDEMICA (E)                  ,S
Plantae, ,Lunania cf.,,NATIVA (N)                    ,S
Plantae, ,Priamosia domingensis,Mucha gente,ENDEMICA (E)                  ,S
Plantae, ,Zuelania guidonia,Cachimn marrn,ENDEMICA (E)                  ,S
Plantae, ,Rhytidophyllum leocamallon,,ENDEMICA (E)                  ,S
Plantae, ,Coeloneurum ferrugineum,,ENDEMICA (E)                  ,S
Plantae, ,Ottoschulzia domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Leonorus sibiricus,,NATIVA (N)                    ,S
Plantae, ,Salvia bahorucana,,ENDEMICA (E)                  ,S
Plantae, ,Satureja domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Ocotea acarina,,ENDEMICA (E)                  ,S
Plantae, ,Ocotea coricea,,NATIVA (N)                    ,S
Plantae, ,Persea anomala,,NATIVA (N)                    ,S
Plantae, ,Loasa plumieri,,ENDEMICA (E)                  ,S
Plantae, ,Arcethobium bicarinatum,,ENDEMICA (E)                  ,S
Plantae, ,Dendropemon alatus,,ENDEMICA (E)                  ,S
Plantae, ,Dendropemon brachicarpus,,ENDEMICA (E)                  ,S
Plantae, ,Dendropemon pycnophyllus,,ENDEMICA (E)                  ,S
Plantae, ,Dendropemon sp.,,ENDEMICA (E)                  ,S
Plantae, ,Dentrophtora cupressoides,,NATIVA (N)                    ,S
Plantae, ,Magnolia hamorii,,ENDEMICA (E)                  ,S
Plantae, ,Malpighia micropetala,,ENDEMICA (E)                  ,S
Plantae, ,Triopteris buchii,,NATIVA (N)                    ,S
Plantae, ,Triopteris jamaicensis,,NATIVA (N)                    ,S
Plantae, ,Herssantia crispa,,NATIVA (N)                    ,S
Plantae, ,Pavonia coccinea,,ENDEMICA (E)                  ,S
Plantae, ,Wisadula amplissima,,NATIVA (N)                    ,S
Plantae, ,Calycogonium cf.,,ENDEMICA (E)                  ,S
Plantae, ,Calycogonium tetragonolobum,,ENDEMICA (E)                  ,S
Plantae, ,Henriettella barkeri,,ENDEMICA (E)                  ,S
Plantae, ,Leandra inaequideus,,ENDEMICA (E)                  ,S
Plantae, ,Mecranium acuminatum,,NATIVA (N)                    ,S
Plantae, ,Mecranium ovatum,,ENDEMICA (E)                  ,S
Plantae, ,Meriania involucrata,,ENDEMICA (E)                  ,S
Plantae, ,Miconia feruginea,,ENDEMICA (E)                  ,S
Plantae, ,Miconia cf.,,ENDEMICA (E)                  ,S
Plantae, ,Miconia lanceolata,,ENDEMICA (E)                  ,S
Plantae, ,Miconia rigidissima,,ENDEMICA (E)                  ,S
Plantae, ,Miconia selleana,,ENDEMICA (E)                  ,S
Plantae, ,Ossaea limoides,,ENDEMICA (E)                  ,S
Plantae, ,Tetrazygia tuerckheimii,,ENDEMICA (E)                  ,S
Plantae, ,Guarea sphenophylia,,ENDEMICA (E)                  ,S
Plantae, ,Disciphania domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Abarena oppositifolia,,NATIVA (N)                    ,S
Plantae, ,Acacia barahonensis,,ENDEMICA (E)                  ,S
Plantae, ,Acacia cocuyo,,ENDEMICA (E)                  ,S
Plantae, ,Calliandra pedicellata,,ENDEMICA (E)                  ,S
Plantae, ,Calliandra picardae,,ENDEMICA (E)                  ,S
Plantae, ,Chloroleucon guantanamensie,,NATIVA (N)                    ,S
Plantae, ,Mimosa diplacantha,,ENDEMICA (E)                  ,S
Plantae, ,Obolinga zanoni,,ENDEMICA (E)                  ,S
Plantae, ,Pithecellobium domingense,,ENDEMICA (E)                  ,S
Plantae, ,Dorstenia sp.,,NO DEFINIDO                   ,S
Plantae, ,Ficus cf.,,NATIVA (N)                    ,S
Plantae, ,Ficus maxima,,NATIVA (N)                    ,S
Plantae, ,Myrica picardae,,ENDEMICA (E)                  ,S
Plantae, ,Ardisia angustata,,ENDEMICA (E)                  ,S
Plantae, ,Ardisia fuertesii,,ENDEMICA (E)                  ,S
Plantae, ,Ardisia picardae,,ENDEMICA (E)                  ,S
Plantae, ,Myrsine nubicola,,ENDEMICA (E)                  ,S
Plantae, ,Wallenia hughsonii,,ENDEMICA (E)                  ,S
Plantae, ,Wallenia laurifolia,,NATIVA (N)                    ,S
Plantae, ,Calyptranthes sp.,,ENDEMICA (E)                  ,S
Plantae, ,Eugenia abeggii,,ENDEMICA (E)                  ,S
Plantae, ,Eugenia chrootricha,,ENDEMICA (E)                  ,S
Plantae, ,Eugenia crenulata,,NATIVA (N)                    ,S
Plantae, ,Eugenia pomifera,,ENDEMICA (E)                  ,S
Plantae, ,Eugenia triputina,,ENDEMICA (E)                  ,S
Plantae, ,Eugenia sp.,,ENDEMICA (E)                  ,S
Plantae, ,Pimenta haitiensis,,ENDEMICA (E)                  ,S
Plantae, ,Plinia icardiana,,ENDEMICA (E)                  ,S
Plantae, ,Psidium haitiensis,,ENDEMICA (E)                  ,S
Plantae, ,Guapira brevipetiolata,,NATIVA (N)                    ,S
Plantae, ,Ximeniopsis horridus,,ENDEMICA (E)                  ,S
Plantae, ,Forestiera sellena,,ENDEMICA (E)                  ,S
Plantae, ,Fuchsia pringsheimii,,ENDEMICA (E)                  ,S
Plantae, ,Anacheilium vespum,,NATIVA (N)                    ,S
Plantae, ,Barbosella dussii,,NATIVA (N)                    ,S
Plantae, ,Calanthe calanthoides,,NATIVA (N)                    ,S
Plantae, ,Corallorrhiza ekmanii,,ENDEMICA (E)                  ,S
Plantae, ,Cranichis amplectens,,ENDEMICA (E)                  ,S
Plantae, ,Cyclopogon laxiflorus,,ENDEMICA (E)                  ,S
Plantae, ,Dichaea graminoides,,NATIVA (N)                    ,S
Plantae, ,Dichaea morrisii,,NATIVA (N)                    ,S
Plantae, ,Dichaea trichocarpa,,NATIVA (N)                    ,S
Plantae, ,Dendrophylax alcoa,,ENDEMICA (E)                  ,S
Plantae, ,Domingoa nodosa,,ENDEMICA (E)                  ,S
Plantae, ,Domingoa susiana,,ENDEMICA (E)                  ,S
Plantae, ,Elleanthus cephalotus,,NATIVA (N)                    ,S
Plantae, ,Epidendrum paranaense,,NATIVA (N)                    ,S
Plantae, ,Epidendrum soratae,,NATIVA (N)                    ,S
Plantae, ,Erythrodes laticalcari,,ENDEMICA (E)                  ,S
Plantae, ,Eurystyles alticola,,ENDEMICA (E)                  ,S
Plantae, ,Goodyera hispaniolae,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes bahorucana,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes cassicula,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes erythostanga,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes fuertesii,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes hirsuta,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes hugsonii,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes marcanoi,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes moscosoi,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes nutanticaulis,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes penicillata,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes piepolis,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes striatifolia,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes teretipetala,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes trullifera,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes tudiana,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthes zapotensis,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthopsis anthocthenium,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthopsis barahonensis,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthopsis constanzensis,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthopsis domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Lepanthopsis moniliformis,,ENDEMICA (E)                  ,S
Plantae, ,Liparis neuroglossa,,NATIVA (N)                    ,S
Plantae, ,Lycate barringtoniae,,NATIVA (N)                    ,S
Plantae, ,Malaxis apiculata,,ENDEMICA (E)                  ,S
Plantae, ,Malaxis domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Neocogniauxia hexaptera,,ENDEMICA (E)                  ,S
Plantae, ,Oncidium ariza - julianum,,ENDEMICA (E)                  ,S
Plantae, ,Oncidium compressicaule,,ENDEMICA (E)                  ,S
Plantae, ,Oncidium guianense,,ENDEMICA (E)                  ,S
Plantae, ,Oncidium gundlachii,,NATIVA (N)                    ,S
Plantae, ,Oncidium tuerckheimii,,ENDEMICA (E)                  ,S
Plantae, ,Pelexia quisqueyana,,ENDEMICA (E)                  ,S
Plantae, ,Pleurothallis bipapulare,,ENDEMICA (E)                  ,S
Plantae, ,Pleurothallis claudii,,ENDEMICA (E)                  ,S
Plantae, ,Pleurothallis curtisi,,ENDEMICA (E)                  ,S
Plantae, ,Pleurothallis dodii,,ENDEMICA (E)                  ,S
Plantae, ,Pleurothallis erosa,,ENDEMICA (E)                  ,S
Plantae, ,Pleurothallis cordifolia,,ENDEMICA (E)                  ,S
Plantae, ,Pleurothallis helenae,,NATIVA (N)                    ,S
Plantae, ,Pleurothallis oblongifolia,,NATIVA (N)                    ,S
Plantae, ,Pleurothallis parvula,,ENDEMICA (E)                  ,S
Plantae, ,Pleurothallis pendens,,ENDEMICA (E)                  ,S
Plantae, ,Polyradicion lindeniii,,NATIVA (N)                    ,S
Plantae, ,Ponthieva pauciflora,,NATIVA (N)                    ,S
Plantae, ,Prescottia cordifolia,,NATIVA (N)                    ,S
Plantae, ,Psychilis truncata,,ENDEMICA (E)                  ,S
Plantae, ,Psychilis vernicosa,,ENDEMICA (E)                  ,S
Plantae, ,Quisqueya ekmanii,,ENDEMICA (E)                  ,S
Plantae, ,Quisqueya holdridgei,,ENDEMICA (E)                  ,S
Plantae, ,Schiedeella amesiana,,NATIVA (N)                    ,S
Plantae, ,Schiedeella faucisanginea,,ENDEMICA (E)                  ,S
Plantae, ,Stelis domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Stenorrhynchos lanceolata,,NATIVA (N)                    ,S
Plantae, ,Stenorrhynchos specious,,NATIVA (N)                    ,S
Plantae, ,Tetramicra bulbosa,,NATIVA (N)                    ,S
Plantae, ,Tetramicra ekmanii,,ENDEMICA (E)                  ,S
Plantae, ,Tetramicra parviflora,,NATIVA (N)                    ,S
Plantae, ,Trichopilia fragrans,,NATIVA (N)                    ,S
Plantae, ,Vanila barbelata,,NATIVA (N)                    ,S
Plantae, ,Pinus occidentalis,,ENDEMICA (E)                  ,S
Plantae, ,Peperomia acuminata,,ENDEMICA (E)                  ,S
Plantae, ,Peperomia cubensis,,ENDEMICA (E)                  ,S
Plantae, ,Peperomia leonardii,,ENDEMICA (E)                  ,S
Plantae, ,Peperomia cf.,,NATIVA (N)                    ,S
Plantae, ,Peperomia montazoana,,ENDEMICA (E)                  ,S
Plantae, ,Peperomia quadrifida,,NATIVA (N)                    ,S
Plantae, ,Peperomia reflexa,,NATIVA (N)                    ,S
Plantae, ,Peperomia tetrapylla,,NATIVA (N)                    ,S
Plantae, ,Peperomia unguiculata,,NATIVA (N)                    ,S
Plantae, ,Piper oviedoi,,ENDEMICA (E)                  ,S
Plantae, ,Piper pseudoconfusum,,ENDEMICA (E)                  ,S
Plantae, ,Arthrostylidum capillifolium,,NATIVA (N)                    ,S
Plantae, ,Eragrostis barrelieris,,NATIVA (N)                    ,S
Plantae, ,Panincum aciculare,,NATIVA (N)                    ,S
Plantae, ,Tripsacum dactylodes,,NATIVA (N)                    ,S
Plantae, ,Zeugites americana,,NATIVA (N)                    ,S
Plantae, ,Podocarpus aristulatus,,NATIVA (N)                    ,S
Plantae, ,Polygala fuertesii,,ENDEMICA (E)                  ,S
Plantae, ,Coccoloba flavescens,,ENDEMICA (E)                  ,S
Plantae, ,Coccoloba incrassata,,ENDEMICA (E)                  ,S
Plantae, ,Coccoloba leoganensis,,ENDEMICA (E)                  ,S
Plantae, ,Coccoloba picardae,,ENDEMICA (E)                  ,S
Plantae, ,Coccoloba subcordata,,ENDEMICA (E)                  ,S
Plantae, ,Talinum paniculata,,ENDEMICA (E)                  ,S
Plantae, ,Clematis fuertesii,,ENDEMICA (E)                  ,S
Plantae, ,Chimaphila domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Ranunculus domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Colubrina berteroana,,ENDEMICA (E)                  ,S
Plantae, ,Karwinskia caloneura,,ENDEMICA (E)                  ,S
Plantae, ,Reynosia mucronata,,NATIVA (N)                    ,S
Plantae, ,Prunus myrtofolia,,NATIVA (N)                    ,S
Plantae, ,Rubus eggersii,,ENDEMICA (E)                  ,S
Plantae, ,Antirhea heteroneura,,ENDEMICA (E)                  ,S
Plantae, ,Antirhea involucrata,,ENDEMICA (E)                  ,S
Plantae, ,Diodia domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Exostema acuminatum,,NATIVA (N)                    ,S
Plantae, ,Exostema elegans,,ENDEMICA (E)                  ,S
Plantae, ,Exostema spinosum,,NATIVA (N)                    ,S
Plantae, ,Galium domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Guettarda barahonensis,,ENDEMICA (E)                  ,S
Plantae, ,Guettarda lamprophylla,,ENDEMICA (E)                  ,S
Plantae, ,Guettarda nannocarpa,,ENDEMICA (E)                  ,S
Plantae, ,Guettarda ocoana,,ENDEMICA (E)                  ,S
Plantae, ,Isidorea brachyantha,,ENDEMICA (E)                  ,S
Plantae, ,Isidorea leonardii,,ENDEMICA (E)                  ,S
Plantae, ,Isidorea pungens,,ENDEMICA (E)                  ,S
Plantae, ,Lasianthus bahorucanus,,ENDEMICA (E)                  ,S
Plantae, ,Lisianthus lanceolatus,,NATIVA (N)                    ,S
Plantae, ,Mitracarpus brachystigma,,ENDEMICA (E)                  ,S
Plantae, ,Neolaugeria apiculata,,ENDEMICA (E)                  ,S
Plantae, ,Ottoschmidtia haitiensis,,ENDEMICA (E)                  ,S
Plantae, ,Palicourea eriantha,,NATIVA (N)                    ,S
Plantae, ,Phialanthus spec.,,NATIVA (N)                    ,S
Plantae, ,Picarda haitiensis,,ENDEMICA (E)                  ,S
Plantae, ,Psychotria baltenweckii,,ENDEMICA (E)                  ,S
Plantae, ,Psychotria dolichocalyx,,ENDEMICA (E)                  ,S
Plantae, ,Psychotria liogieri,,ENDEMICA (E)                  ,S
Plantae, ,Rondeletia barahonensis,,ENDEMICA (E)                  ,S
Plantae, ,Rondeletia conferta,,ENDEMICA (E)                  ,S
Plantae, ,Rondeletia fuertesii,,ENDEMICA (E)                  ,S
Plantae, ,Rondeletia ochracea,,ENDEMICA (E)                  ,S
Plantae, ,Rondeletia sp.,,ENDEMICA (E)                  ,S
Plantae, ,Schradera subsessilis,,NATIVA (N)                    ,S
Plantae, ,Scolosanthus acanthodes,,ENDEMICA (E)                  ,S
Plantae, ,Stevansia minutifolia,,ENDEMICA (E)                  ,S
Plantae, ,Plethadenia granulata,,ENDEMICA (E)                  ,S
Plantae, ,Zanthoxylum leonardii,,ENDEMICA (E)                  ,S
Plantae, ,Zanthoxylum nashii,,ENDEMICA (E)                  ,S
Plantae, ,Zanthoxylum obtriangulare,,ENDEMICA (E)                  ,S
Plantae, ,Zanthoxylum pimpinelloides,,ENDEMICA (E)                  ,S
Plantae, ,Meliosma impressa,,ENDEMICA (E)                  ,S
Plantae, ,Allophylus cominia,Tres palabra,NATIVA (N)                    ,S
Plantae, ,Allophylus montanus,,ENDEMICA (E)                  ,S
Plantae, ,Cardiospermun corindum,,NATIVA (N)                    ,S
Plantae, ,Dodonea angustifolia,,NATIVA (N)                    ,S
Plantae, ,Dodonea cf.,,NATIVA (N)                    ,S
Plantae, ,Serjania acupunctata,,ENDEMICA (E)                  ,S
Plantae, ,Thouinia domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Thouinia tomentosa,,ENDEMICA (E)                  ,S
Plantae, ,Thouinidium inaequilaterium,,ENDEMICA (E)                  ,S
Plantae, ,Chrysophyllum aregenteum,,NATIVA (N)                    ,S
Plantae, ,Pouteria domingensis,,NATIVA (N)                    ,S
Plantae, ,Sideroxylon cf.,,ENDEMICA (E)                  ,S
Plantae, ,Sideroxylon domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Sideroxylon foetidissimun,,NATIVA (N)                    ,S
Plantae, ,Sideroxylon repens,,ENDEMICA (E)                  ,S
Plantae, ,Sideroxylon salicifolia,,NATIVA (N)                    ,S
Plantae, ,Scrophularia bahorucana,,ENDEMICA (E)                  ,S
Plantae, ,Scrophularia densiflora,,COLONIZADORA (C)              ,S
Plantae, ,Alvaradoa haitiensis,,ENDEMICA (E)                  ,S
Plantae, ,Picramnia pentadra,,NATIVA (N)                    ,S
Plantae, ,Smilax domigensis,,NATIVA (N)                    ,S
Plantae, ,Cestrum coelophlebium,,ENDEMICA (E)                  ,S
Plantae, ,Cestrum domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Cestrum fuertesii,,ENDEMICA (E)                  ,S
Plantae, ,Cestrum humilde,,ENDEMICA (E)                  ,S
Plantae, ,Cestrum mononeurum,,ENDEMICA (E)                  ,S
Plantae, ,Cestrum violaceum,,ENDEMICA (E)                  ,S
Plantae, ,Solanum aculeatum,,NATIVA (N)                    ,S
Plantae, ,Solanum fugax,,ENDEMICA (E)                  ,S
Plantae, ,Solanum polyacanthum,,ENDEMICA (E)                  ,S
Plantae, ,Solanum virgatum,,NATIVA (N)                    ,S
Plantae, ,Huertea cubensis,,NATIVA (N)                    ,S
Plantae, ,Turpinia picardae,,ENDEMICA (E)                  ,S
Plantae, ,Ayenia insulaecola,,NATIVA (N)                    ,S
Plantae, ,Ayenia violacea,,NATIVA (N)                    ,S
Plantae, ,Helicteres semitriloba,,NATIVA (N)                    ,S
Plantae, ,Symplocos berterii,,ENDEMICA (E)                  ,S
Plantae, ,Symplocos domingennsis,,ENDEMICA (E)                  ,S
Plantae, ,Cleyera albo-punctata,,NATIVA (N)                    ,S
Plantae, ,Ternstroemia penducularis,,NATIVA (N)                    ,S
Plantae, ,Ternstroemia selleana,,ENDEMICA (E)                  ,S
Plantae, ,Jacquinia berterii,,NATIVA (N)                    ,S
Plantae, ,Theophrasta americana,,ENDEMICA (E)                  ,S
Plantae, ,Theophrasta jussiaei,,ENDEMICA (E)                  ,S
Plantae, ,Daphnopsis crassifolia,,ENDEMICA (E)                  ,S
Plantae, ,Trema cubense,,NATIVA (N)                    ,S
Plantae, ,Gyrotaenia myriocarpa,,NATIVA (N)                    ,S
Plantae, ,Gyrotaenia trujillona,,ENDEMICA (E)                  ,S
Plantae, ,Phenax hirtus,,NATIVA (N)                    ,S
Plantae, ,Pilea lanceolata,,ENDEMICA (E)                  ,S
Plantae, ,Urea baccifera,,NATIVA (N)                    ,S
Plantae, ,Valerianaceae domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Valerianaceae scandens,,NATIVA (N)                    ,S
Plantae, ,Citharexylum schulzii,,ENDEMICA (E)                  ,S
Plantae, ,Clerodendrum picardae,,ENDEMICA (E)                  ,S
Plantae, ,Clerodendrum spinosum,,ENDEMICA (E)                  ,S
Plantae, ,Phylla nodiflora,,NATIVA (N)                    ,S
Plantae, ,Priva domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Pseudocarpidium domingensis,,ENDEMICA (E)                  ,S
Plantae, ,Hybanthus havanensis,,NATIVA (N)                    ,S
Plantae, ,Ampelocissus robinsonii,,NATIVA (N)                    ,S
Plantae, ,Hymenocallis caribea,,NO DEFINIDO                   ,S
Plantae, ,Spondia purpurea,,NO DEFINIDO                   ,S
Plantae, ,Asclepia curassavica,Algodn de seda,NO DEFINIDO                   ,S
Plantae, ,Roystonea hispaniolana,,NO DEFINIDO                   ,S
Plantae, ,Acrocomia quisqueyana,,NO DEFINIDO                   ,S
Plantae, ,Sphanelicola trilobata,,NO DEFINIDO                   ,S
Plantae, ,Magfadiena unguis-catis,,NO DEFINIDO                   ,S
Plantae, ,Cordia coloccoca,,NO DEFINIDO                   ,S
Plantae, ,Opuntia ficus indica,,NO DEFINIDO                   ,S
Plantae, ,Caesalpinia sp.,,NO DEFINIDO                   ,S
Plantae, ,Cassyta filiformis,,NO DEFINIDO                   ,S
Plantae, ,Capparis ferrugina,,NO DEFINIDO                   ,S
Plantae, ,Callisia  monandra,,NO DEFINIDO                   ,S
Plantae, ,Ipomea indica,Bejuco de batata,NO DEFINIDO                   ,S
Plantae, ,Ipomea pes-caprae,Batatilla,NO DEFINIDO                   ,S
Plantae, ,Chrisobalanus icaco,,NO DEFINIDO                   ,S
Plantae, ,Cyperus ligulares,,NO DEFINIDO                   ,S
Plantae, ,Diopyros domingensis,,NO DEFINIDO                   ,S
Plantae, ,Dripete alba,,NO DEFINIDO                   ,S
Plantae, ,Centrocema pubescens,,NO DEFINIDO                   ,S
Plantae, ,Stigmaphyllon anguloso,,NO DEFINIDO                   ,S
Plantae, ,Clidemia,,NO DEFINIDO                   ,S
Plantae, ,Mimosa domingensis,,NATIVA (N)                    ,S
Plantae, ,Pimenta ozua,,NO DEFINIDO                   ,S
Plantae, ,Argenome americana,Caldo santo,NO DEFINIDO                   ,S
Plantae, ,Coccoloba,,NO DEFINIDO                   ,S
Plantae, ,Coccoloba ceibensis,Uva cimarrona,NO DEFINIDO                   ,S
Plantae, ,Zanthoxylum elaphantiass,,NO DEFINIDO                   ,S
Plantae, ,Smilax populnea,,NO DEFINIDO                   ,S
Plantae, ,Pteris,,NO DEFINIDO                   ,S
Plantae, ,Miconia samanensis,Miconia,NO DEFINIDO                   ,S
Plantae, ,Mora abbotti,Cola,NO DEFINIDO                   ,S
Plantae, ,Coccoloba fuertesii,Uva cimarrona,NO DEFINIDO                   ,S
Plantae, ,Curatella americana,Cajuil cimarrn,NO DEFINIDO                   ,S
Plantae, ,Eugenia dictyophylla,Escobn,NO DEFINIDO                   ,S
Plantae, ,Alyra latifolia,Bambucillo,NO DEFINIDO                   ,S
Plantae, ,Bactris plumeriana,Catey,NO DEFINIDO                   ,S
Plantae, ,Bombacopsis emarginata,Juan colorado,NO DEFINIDO                   ,S
Plantae, ,Bourreria baccata,Mueco,NO DEFINIDO                   ,S
Plantae, ,Chrysophyllum cainito,Caimito,NO DEFINIDO                   ,S
Plantae, ,Cordia globosa,Juan prieto,NO DEFINIDO                   ,S
Plantae, ,Calliandra sp.,,NO DEFINIDO                   ,S
Plantae, ,Podocarpus hispaniolensis laubenfels,,NO DEFINIDO                   ,S
Plantae, ,Poitaea glyciphylla,Campanilla,NO DEFINIDO                   ,S
Plantae, ,Prestoae montana,Manacla,NO DEFINIDO                   ,S
Plantae, ,Psychotria heterochroa,Hoja de mueca,NO DEFINIDO                   ,S
Plantae, ,Rollina mucosa,Candongo,NO DEFINIDO                   ,S
Plantae, ,Saturega sp.,Organo cimarrn,NO DEFINIDO                   ,S
Plantae, ,Tabebuia volubilis,Bejuco de nigua,NO DEFINIDO                   ,S
Plantae, ,Tabebuia ophiolithica,Yagua,NO DEFINIDO                   ,S
Plantae, ,Tabebuia vinosa,Robillo,NO DEFINIDO                   ,S
Plantae, ,Tetrazygia sp.,,NO DEFINIDO                   ,S
Plantae, ,Turpinia americana,Violeta cimarrona,NO DEFINIDO                   ,S
Plantae, ,Calpa longissima,Roble,NATIVA (N)                    ,S
Plantae, ,Tillandsia sp.,Bromelia,NATIVA (N)                    ,S
Plantae, ,Meliosma recurvata,Chicharron Bobo,NATIVA (N)                    ,S
Plantae, ,Phyllanthus lindenianus,,ENDEMICA (E)                  ,S
Plantae, ,Gymnanthes lucida,Granadillo,NATIVA (N)                    ,S
Plantae, ,Albizia berteroana,Crbano,NO DEFINIDO                   ,S
Plantae, ,Ruellia tuberosa,Periquito,NO DEFINIDO                   ,S
Plantae, ,Caesalpinia barahonensis,Palo de brasil,NO DEFINIDO                   ,S
Plantae, ,Simarouba berteroana,Aceituno,NO DEFINIDO                   ,S
Plantae, ,Poitea dubia,Abre hombre tabacuelo,NO DEFINIDO                   ,S
Plantae, ,Melinis repens,Flor morada,NO DEFINIDO                   ,S
Plantae, ,Arthrostylidium,Calimete,NO DEFINIDO                   ,S
Plantae, ,Barleriola inermis,Chicharroncito,NO DEFINIDO                   ,S
Plantae, ,Coccoloba pauciflora,,NO DEFINIDO                   ,S
Plantae, ,Coccothrinax spissa,Guanode Bani,NO DEFINIDO                   ,S
Plantae, ,Lycopercicon esculentum,Tomate,NO DEFINIDO                   ,S
Plantae, ,Wallenia apiculata,Lengua de vaca,ENDEMICA (E)                  ,S
Plantae, ,Miconia angustilamina,,NATIVA (N)                    ,S
Plantae, ,Fuchsia triphylla,Cocaria,ENDEMICA (E)                  ,S
